b,chi,k,lambdaP,p,phi,psi,psi1,psi2,psi3,q,r,score
4,3.04417407,2,0.602191356,0.505524726,3.822100806,0.361877254,0.544170097,0.67158998,0.100196273,9,3,241.3216589
10,4.013727311,5,0.450876589,0.672638929,2.831265699,0.109945271,0.707204396,0.896777729,0.53155949,6,9,241.3216589
8,4.400402511,3,0.65026837,0.551011575,3.992583204,3.250235966,0.101410026,0.845851812,0.585778639,6,7,241.3216589
6,0.605780146,6,0.898921864,0.792469848,1.715489153,0.814709744,0.482848034,0.683166249,0.897271939,4,10,241.3216589
7,1.839582615,4,0.797271536,0.607020132,4.442649819,1.028653478,0.506284512,0.899995927,0.748129014,7,7,241.3216589
4,0.124323691,2,0.410137451,0.216831212,0.776805382,4.898659382,0.678864426,0.65961671,0.478149515,4,6,241.4438064
8,0.924076035,3,0.722821539,0.50400081,4.322880592,0.906932875,0.253844827,0.170534886,0.505810033,3,10,241.4438064
10,0.184851063,4,0.102259241,0.325756494,2.885653255,0.954978054,0.527448176,0.510640488,0.769042147,8,10,241.4438064
2,2.61849863,3,0.446883391,0.505745277,2.433324254,4.614510739,0.754120631,0.438004425,0.611490826,5,9,241.4438064
7,1.841168634,3,0.721005211,0.417038142,4.209978862,0.853522512,0.336523687,0.112587566,0.182322497,4,7,241.4438064
3,0.309820815,6,0.297867352,0.774051608,3.177482782,0.602875536,0.443920019,0.867891392,0.899045377,7,9,241.4438064
3,1.822400656,5,0.75021383,0.644244313,3.015882121,4.165511521,0.86772795,0.742799862,0.699898468,7,9,241.4438064
3,0.114522768,4,0.919406747,0.830797115,3.266303475,0.282868719,0.696536681,0.847459418,0.749031579,3,10,241.4438064
2,2.325996075,3,0.891174403,0.851728727,3.108557842,0.692812221,0.691576329,0.248206734,0.765736982,4,10,241.4438064
2,2.515231248,3,0.269860878,0.741186073,3.559522099,1.240372983,0.600341432,0.837451935,0.599937558,6,9,241.4438064
4,1.336791147,5,0.400753805,0.649090574,1.794909185,0.389841199,0.391663031,0.475269972,0.71962568,9,8,241.4438064
4,3.019507072,2,0.182516258,0.847158081,4.145984469,0.925441494,0.166121734,0.878855677,0.557892978,6,9,241.4438064
8,2.216002587,2,0.710388657,0.469021517,2.836726066,1.363911205,0.609546489,0.287999326,0.463547204,9,4,241.4438064
9,0.426066566,5,0.744960375,0.119697061,2.742775553,3.45470023,0.646320266,0.899416576,0.658711673,6,10,241.4438064
8,1.214745848,2,0.65406596,0.42101498,4.654056174,1.152836261,0.728652484,0.314028265,0.265677581,6,4,241.4438064
8,4.753258944,2,0.442909192,0.710298915,1.723891075,1.945516391,0.429802765,0.738455836,0.664410087,7,7,241.4438064
4,0.855577814,6,0.924305278,0.761571255,4.767377657,1.188176626,0.464631289,0.798486968,0.845248374,4,5,241.4438064
1,2.14387758,3,0.181892615,0.58114028,3.596403209,0.726946394,0.897743031,0.497090579,0.491087001,10,8,241.4438064
9,4.484005855,2,0.647468102,0.361993269,4.866511272,1.581990688,0.416443995,0.54446174,0.657430729,7,6,241.4438064
8,4.134428136,2,0.594539186,0.411836237,3.13583365,1.666058452,0.618441467,0.879870361,0.635743561,5,5,241.4438064
5,1.325909124,4,0.202212754,0.616548309,2.087782727,0.111066246,0.201039443,0.59978466,0.504443141,8,7,241.4438064
7,1.836878237,2,0.566253884,0.328629712,3.399108414,1.094213722,0.606909167,0.474478829,0.643195921,7,2,241.4438064
8,4.548845917,5,0.6969385,0.698767518,1.984953122,4.787903338,0.542028662,0.783787422,0.87485594,6,8,241.4438064
8,0.153644882,5,0.709558897,0.669680854,2.102580446,0.985834365,0.609318185,0.69871041,0.505487785,8,8,241.4438064
2,2.509908172,3,0.284785515,0.649947531,3.45163108,0.434819786,0.495208704,0.602900907,0.470359422,8,9,241.4438064
6,0.503690237,5,0.956295525,0.160537671,3.140088826,0.888120817,0.6437384,0.770149102,0.732593237,5,10,241.4438064
4,0.230424097,5,0.836504046,0.769081039,2.130748328,0.180404303,0.54679833,0.741676577,0.785826838,8,9,241.4438064
5,0.604767201,5,0.334208001,0.239798778,2.313365005,0.391504146,0.435505732,0.492434575,0.829689972,8,7,241.4438064
4,0.273448207,5,0.245919795,0.742095555,2.229874017,0.151703364,0.379350962,0.691730557,0.702862469,8,9,241.4438064
9,3.929100987,2,0.65781927,0.793986077,4.642466662,1.9716808,0.340176867,0.862907496,0.719062,7,5,241.4438064
1,2.92207165,3,0.259670831,0.112016905,2.66236124,4.998494249,0.594080771,0.602273594,0.525108595,7,8,241.4438064
5,0.516263672,4,0.890918034,0.7374178,1.069639691,0.223098669,0.465341959,0.731289959,0.826630012,10,9,241.4438064
1,0.12344542,3,0.192760202,0.467429416,3.319790224,0.335397733,0.104417788,0.678557172,0.542245402,9,8,241.4438064
6,4.903466907,4,0.973029581,0.38230025,3.465613658,3.479861466,0.458361931,0.32409645,0.715894311,2,8,241.5318879
5,4.236129936,6,0.277579256,0.857936625,2.608826788,2.9354965,0.533994044,0.17023068,0.151422453,3,8,241.5318879
4,2.025294923,3,0.426784474,0.70445706,1.704899656,2.819682766,0.346925958,0.885823272,0.323810381,4,5,241.5318879
8,1.040285391,3,0.693684789,0.448663079,2.142702583,3.677747661,0.386896633,0.682035368,0.483893256,4,4,241.5318879
8,2.309899628,3,0.367542797,0.202743618,2.184040749,1.342343564,0.401058917,0.615985796,0.394247476,4,3,241.5318879
8,4.541904937,2,0.574277477,0.339807071,2.312257991,2.641039088,0.810668342,0.771224023,0.3293652,10,2,241.5318879
3,1.800605001,3,0.545466074,0.615493583,3.666466139,1.103662632,0.635041967,0.523256766,0.251606636,8,9,241.5318879
7,1.106754898,3,0.837404902,0.458442643,4.606839232,1.233245443,0.424408279,0.465748027,0.424821731,2,8,241.5318879
9,1.293998419,3,0.564206593,0.286184724,4.608688674,0.774054222,0.387361224,0.634104867,0.349507484,4,7,241.5318879
9,2.325660536,2,0.48804463,0.815791719,0.716511597,3.01557697,0.700591287,0.610096436,0.508494003,7,3,241.5318879
1,3.704429107,2,0.437830416,0.364068825,0.192098936,3.372700754,0.653219894,0.572975653,0.67354573,5,9,241.5318879
8,1.369681739,2,0.58861112,0.844812253,1.830025197,2.250285667,0.689273968,0.627100787,0.429346652,7,2,241.5318879
3,3.060937113,2,0.469940153,0.570507843,0.324216799,3.081381993,0.794751287,0.508575647,0.451958669,5,7,241.5318879
2,3.904844359,2,0.670180578,0.604760699,0.588819638,3.859907734,0.807715672,0.280423521,0.579567384,6,6,241.5318879
4,0.250758103,4,0.124599933,0.290001578,2.763381018,0.110186592,0.561748491,0.550015367,0.637030414,8,10,241.5318879
3,1.352405906,5,0.842191006,0.667856733,1.339202212,0.739061866,0.301888393,0.797951071,0.841884219,6,7,241.5318879
2,2.150410946,4,0.595285981,0.745984231,1.967211007,1.949025568,0.697420139,0.89778657,0.467293237,2,9,241.5318879
4,2.83818677,4,0.376094556,0.600615017,1.877862866,0.607092029,0.441513039,0.766560819,0.893238075,9,8,241.5318879
3,1.901272897,6,0.954904618,0.865745993,3.150150104,0.796889887,0.618439315,0.83672696,0.752390091,4,10,241.5318879
6,0.854336338,6,0.878267336,0.857256226,0.830421896,2.298110965,0.629922803,0.82234006,0.816988267,2,1,241.5318879
2,1.531516515,4,0.680091956,0.210324596,3.400977078,1.112330509,0.779184017,0.407898748,0.590756599,10,10,241.5318879
7,1.094627147,2,0.700664839,0.446970519,4.744824312,1.440939835,0.574681988,0.405704094,0.443048911,3,4,241.5318879
7,2.916280698,4,0.802868037,0.882542882,4.334044237,1.968479741,0.485648003,0.85250407,0.134895865,2,6,241.5318879
1,2.334994107,3,0.502691025,0.541176001,3.618257625,3.95405785,0.541457894,0.349716101,0.56977872,3,8,241.5318879
2,1.741139759,2,0.694596383,0.564772894,2.264552383,1.009877128,0.519166692,0.37295689,0.49115069,10,6,241.5318879
5,1.080010118,5,0.290052539,0.658621323,2.065863263,0.422854694,0.271991487,0.597956684,0.520342468,8,8,241.5318879
2,2.747146978,3,0.731596164,0.899339193,2.991695492,0.345193116,0.571854244,0.674279608,0.600339899,2,9,241.5318879
4,3.580488232,2,0.17497168,0.488016419,4.999650967,1.023702342,0.578714608,0.137482446,0.508498035,2,5,241.5318879
4,0.887722987,6,0.987680501,0.80394997,1.396276151,0.106381246,0.677844025,0.800375096,0.879894399,4,10,241.5318879
4,2.586386163,6,0.838961302,0.778024743,2.349222176,0.485895743,0.481345766,0.742894232,0.847368209,3,7,241.5318879
2,2.277520771,3,0.758606494,0.839406994,2.70249188,0.367058698,0.52749715,0.667077449,0.540085392,2,8,241.5318879
4,1.99370096,4,0.871951413,0.467700359,4.24021629,0.523385383,0.568774148,0.232376662,0.165184932,3,1,241.5318879
3,4.463180346,4,0.164853752,0.858042572,3.528402288,0.936102539,0.594404323,0.871944201,0.737333051,2,9,241.5318879
4,2.079395089,6,0.974698918,0.804264383,3.963426487,0.108016881,0.663153243,0.887299348,0.878246163,4,10,241.5318879
1,0.54645197,3,0.144396355,0.89275498,3.355066736,0.811528657,0.67565336,0.821703905,0.513711207,5,9,241.5318879
9,1.950047692,2,0.713928882,0.342016485,2.551562619,2.275615601,0.386650036,0.434669203,0.207669199,9,6,241.5318879
7,3.067188454,2,0.461915379,0.506583225,3.876321081,1.762323835,0.545474549,0.212140037,0.645428207,2,4,241.5318879
2,1.801683286,3,0.312294849,0.822038231,2.659758802,0.74531101,0.702779308,0.869318538,0.515147482,2,9,241.5318879
6,3.274302608,6,0.214769673,0.225795894,4.005841665,0.541802695,0.535388138,0.373699256,0.564078648,3,10,241.5318879
3,0.924246429,6,0.925168884,0.732142514,1.646853462,0.185225964,0.666608422,0.897909067,0.833333955,4,10,241.5318879
6,0.109509424,5,0.771214126,0.409822436,3.025945288,0.414275655,0.514442025,0.569519756,0.77617663,10,5,241.5318879
9,1.048434712,2,0.617137724,0.835213682,2.912315602,1.042305732,0.616651889,0.858488821,0.458566694,6,9,241.5318879
1,0.307778326,6,0.677285641,0.81347122,2.610707207,0.751135417,0.605359908,0.103299574,0.574649992,6,10,241.5318879
4,0.577287046,5,0.226401688,0.776154928,2.85153882,0.442307063,0.608370613,0.874419015,0.649385175,7,9,241.5318879
7,0.802499674,2,0.67100125,0.334857146,4.762612301,1.662000991,0.757312573,0.59422724,0.521373998,4,2,241.5318879
3,1.195835243,6,0.635274722,0.86544424,0.631922751,1.429986135,0.585963919,0.812714508,0.853556336,3,10,241.5318879
3,1.500046136,6,0.901200311,0.724218196,1.214600428,4.203754193,0.675812711,0.814413109,0.830299287,4,10,241.5318879
7,1.044444256,6,0.514871029,0.872297229,4.846380808,1.230243692,0.635046623,0.868038259,0.363113569,3,10,241.5318879
8,4.058076067,2,0.808186739,0.851376057,3.109233574,1.516626406,0.618024575,0.884956219,0.576282691,2,9,241.5318879
4,0.488412726,5,0.973197542,0.772124116,1.859950313,0.461022573,0.551719099,0.774232341,0.744438581,7,10,241.5318879
5,4.217841582,6,0.197211877,0.165446906,3.842475589,0.34926888,0.486326557,0.743628921,0.839752865,5,7,241.5318879
2,1.851658348,3,0.627148404,0.582537951,3.341094481,1.360364255,0.679349527,0.198946462,0.395191351,2,2,241.5318879
1,3.75053704,3,0.396158237,0.611010607,4.276222587,0.709741317,0.750805815,0.141054547,0.603632789,8,8,241.5318879
2,1.493552604,4,0.788360323,0.828909081,3.016486123,2.611087878,0.686534754,0.899212543,0.552040591,3,9,241.5318879
2,2.01360329,4,0.166742205,0.850882826,2.874498134,1.100097427,0.56989652,0.674609701,0.576662773,8,9,241.5318879
5,0.741126602,5,0.276363851,0.632013842,2.570886826,0.103576857,0.376340733,0.307570648,0.740077302,8,7,241.5318879
1,4.389621352,3,0.663649214,0.559513137,3.755010292,1.225586077,0.47627524,0.260559179,0.517255387,7,7,241.5318879
2,1.113919917,6,0.934644144,0.581506947,4.909721396,0.652327877,0.667856316,0.718280738,0.817851651,5,10,241.5318879
7,2.60054087,2,0.557861749,0.446529924,3.397093041,1.052634868,0.653643636,0.378738032,0.383132718,2,4,241.5318879
9,4.256384004,2,0.61196528,0.536539732,4.503203175,1.813924976,0.571528945,0.885419364,0.566146169,6,9,241.5318879
8,1.601979989,2,0.575481442,0.430933738,4.991706921,1.149511153,0.613648268,0.392718409,0.465001527,5,9,241.5318879
8,3.98152779,3,0.463107432,0.56794342,4.093763015,1.382465101,0.784287395,0.166595905,0.547342579,6,7,241.5318879
7,0.394118217,2,0.671790993,0.389371258,2.910215703,1.064822654,0.78323652,0.486013729,0.645163631,5,5,241.5318879
8,1.061258375,2,0.642553514,0.834326762,2.674981742,0.945173015,0.522338611,0.797307914,0.42794394,7,9,241.5318879
8,3.125801508,3,0.66131143,0.550171169,2.154314302,1.177830894,0.452018655,0.41947436,0.514219831,9,7,241.5318879
8,4.431465555,2,0.70313058,0.404020769,2.259883695,1.823113839,0.249674175,0.858051383,0.607961768,5,7,241.5318879
8,2.622492058,2,0.606860623,0.375563536,3.05345703,0.923868909,0.205523457,0.722697216,0.554648306,3,4,241.5318879
8,4.305249348,2,0.74443635,0.439378435,2.982673893,1.574191104,0.20675108,0.770767283,0.262690473,5,5,241.5318879
7,1.472585989,2,0.580771813,0.461067642,4.965764575,1.477243742,0.375521998,0.497325363,0.302962268,5,6,241.5318879
10,3.936045734,3,0.369677729,0.391358403,3.770851812,1.397647422,0.297155479,0.833562033,0.581515654,2,4,241.5318879
8,4.99839926,3,0.428069766,0.345835499,4.134755969,1.237419148,0.479793462,0.855751693,0.174582694,6,7,241.5318879
7,1.007086253,2,0.503853146,0.594527513,4.756415269,0.675827396,0.603295905,0.581791649,0.405921522,5,7,241.5318879
4,0.444744948,6,0.921085321,0.776727602,0.441998167,0.227747913,0.58508687,0.776805557,0.82662356,4,10,241.5318879
8,4.905756695,5,0.951246985,0.715471443,2.296651546,0.116669729,0.566120473,0.622453092,0.315178455,6,7,241.5318879
7,2.295702603,2,0.598121014,0.287620408,2.613080872,1.297937107,0.718322203,0.465370549,0.440513583,7,7,241.5318879
1,3.465799435,4,0.347442514,0.365950141,4.262476302,2.215859476,0.594165927,0.648495323,0.576507194,6,6,241.5318879
3,2.593705854,2,0.864766281,0.875723158,3.659006305,0.856821067,0.618876557,0.879967514,0.72986258,3,10,241.5318879
2,4.848959924,2,0.606808846,0.754649662,2.752657517,1.038285293,0.653391411,0.896368312,0.453615095,6,9,241.5318879
8,2.000894966,2,0.604311685,0.347802085,2.899732904,1.175649364,0.623117619,0.89946695,0.421177405,7,7,241.5318879
8,4.738816497,3,0.650140194,0.356892678,4.914443128,1.074292575,0.515542805,0.466623068,0.398909796,9,7,241.5318879
9,4.616367998,2,0.989540498,0.487767424,3.77157384,1.674196026,0.566383955,0.861070112,0.717720858,6,7,241.5318879
7,3.016123757,4,0.908072613,0.762461042,3.209211406,0.737817092,0.598136222,0.271618954,0.706568223,5,7,241.5318879
2,3.504909061,2,0.519561379,0.43262296,4.22623799,3.363624311,0.523039867,0.165616773,0.639649442,2,7,241.5318879
7,0.513056227,2,0.711259063,0.18532086,3.027660514,1.072284884,0.238806387,0.476658595,0.178275733,9,4,241.5318879
2,2.376199243,2,0.552975097,0.334556659,3.36197426,0.936548278,0.645418711,0.506696954,0.326222257,2,5,241.5318879
8,0.967371746,2,0.757999342,0.427915695,3.079557769,1.034829161,0.69145234,0.785168463,0.871025808,5,9,241.5318879
7,4.877619052,2,0.601348509,0.299037742,3.355066241,1.413847108,0.172640234,0.515806404,0.45290841,5,5,241.5318879
1,0.997855405,3,0.369876303,0.594732505,2.464730906,0.394097424,0.554274108,0.548415398,0.863680039,8,8,241.5318879
8,2.466836621,2,0.563312963,0.879562033,4.770451861,1.332683095,0.519186444,0.85405324,0.66020129,3,5,241.5318879
8,4.748358115,2,0.617325008,0.889387617,3.811485416,1.223298733,0.607073709,0.846414089,0.565970489,6,7,241.5318879
8,4.019107201,2,0.74034201,0.481573463,3.878024317,1.771571765,0.348526626,0.885066709,0.734271819,6,6,241.5318879
8,4.680340427,2,0.567853727,0.403515017,3.610583351,1.585163597,0.478883036,0.348349209,0.251746491,5,6,241.5318879
1,3.519339193,2,0.121185598,0.643545705,4.670574861,0.981138838,0.512458822,0.147892688,0.590751669,5,7,241.5318879
2,1.45720815,4,0.521969239,0.540884201,2.630983167,0.898452165,0.547214386,0.503320873,0.398807881,2,9,241.5318879
2,2.582658411,3,0.612971682,0.468314097,3.77218077,1.029766065,0.347083829,0.286303718,0.710275004,3,5,241.5318879
3,1.18147827,6,0.910085601,0.453329348,3.321086052,1.856603797,0.642957251,0.812159454,0.859014522,4,4,241.5318879
2,3.528169575,3,0.38587553,0.527977053,4.289907536,1.167231406,0.43496835,0.797046838,0.567373186,6,8,241.5543728
4,1.06681024,5,0.98514595,0.759368775,2.935671641,0.317131636,0.658798211,0.813557256,0.821412539,6,10,241.5971342
4,0.148962068,5,0.147958526,0.75047076,2.173240997,0.728776956,0.500812626,0.788584404,0.620003158,7,9,241.5971342
3,1.349974323,6,0.890948489,0.756700653,4.490710451,1.712733645,0.714883584,0.439853924,0.689114887,7,7,241.6765204
7,4.838983584,5,0.190769336,0.413864182,1.350836883,3.312163877,0.603489776,0.315460121,0.387312354,8,7,241.6765204
9,2.419994375,3,0.753903066,0.590154761,0.996832379,2.452618752,0.333061447,0.810780005,0.896185164,6,4,241.6765204
8,1.214506745,4,0.588835145,0.799609285,4.199775074,0.664711146,0.897298333,0.588414008,0.350357051,7,1,241.6765204
8,2.932590275,3,0.609895932,0.635022432,3.789272613,3.54077869,0.607664841,0.774653143,0.602944754,8,4,241.6765204
1,3.691088578,2,0.471968618,0.449221533,2.11896211,2.787744511,0.718981356,0.413451916,0.602318734,5,8,241.6765204
8,1.17369367,2,0.55390891,0.867387253,1.401070657,2.062062534,0.871911628,0.736830134,0.334900022,7,2,241.6765204
5,0.105682864,6,0.989821116,0.260012137,1.747275542,0.312247782,0.487928178,0.823720713,0.788929693,7,7,241.6765204
5,0.193868631,5,0.282322563,0.743315717,2.585886322,3.63958434,0.282880842,0.660796096,0.89846607,8,6,241.6765204
5,2.205841758,4,0.395663021,0.516642615,2.980093826,0.446581182,0.396489587,0.428556337,0.747733898,9,5,241.6765204
4,1.240922309,4,0.826184842,0.760811734,3.219405698,0.213219601,0.712767381,0.573546062,0.692530071,6,10,241.6765204
5,0.476317284,5,0.378126658,0.690567054,2.722649251,0.182681113,0.626242231,0.862687156,0.731583376,7,10,241.6765204
2,2.300348558,4,0.736229145,0.850791515,2.88663845,3.969379075,0.707573012,0.855285206,0.548416564,7,9,241.6765204
6,0.953589069,6,0.588117892,0.551027094,1.56587039,0.775761014,0.461716738,0.751284778,0.853193222,4,7,241.6765204
2,3.975620849,3,0.333454444,0.538771574,4.068707483,0.60244715,0.509089699,0.110830921,0.568897691,2,8,241.6765204
7,0.102304771,6,0.989554762,0.896559525,1.115545088,0.800585105,0.584399732,0.886143068,0.782044835,4,10,241.6765204
4,0.230050327,5,0.834220077,0.800445603,2.980564925,0.173391474,0.552959475,0.76848966,0.829117611,8,10,241.6765204
5,0.330051152,5,0.267387163,0.731677224,3.307702416,0.332319002,0.531770666,0.709203133,0.6179285,8,8,241.6765204
4,0.852599627,2,0.976966186,0.38920887,3.304917263,0.578686034,0.570123035,0.488744442,0.161577581,5,5,241.6765204
5,0.702194972,5,0.760793086,0.412180471,2.915823054,0.43035096,0.394926186,0.4762036,0.117043416,9,6,241.6765204
9,1.928576182,2,0.637114255,0.240436672,0.531712265,1.329866532,0.753643128,0.48564627,0.536858972,9,1,241.7646019
9,0.600209393,6,0.264803928,0.491699172,3.287359587,0.149427584,0.570556677,0.749703457,0.714787634,8,10,241.7646019
5,1.08888909,3,0.746318709,0.522798904,4.802880536,1.413078978,0.216293832,0.152424801,0.292139644,3,6,241.7646019
5,4.769368545,3,0.330026217,0.350074213,3.312839175,0.107235476,0.400213718,0.401419649,0.431269385,9,6,241.7646019
2,2.091231223,3,0.324252569,0.81630904,3.211595086,0.55111092,0.456275413,0.29711945,0.635519714,8,10,241.7646019
2,1.757365605,2,0.587202851,0.398861933,3.38377524,1.105987013,0.381147226,0.537394564,0.497521572,9,4,241.7646019
3,4.328742467,5,0.323636537,0.788566432,2.701824977,0.752910595,0.456548274,0.790705837,0.625450221,7,9,241.7646019
5,0.305327984,5,0.905778087,0.174347685,3.464941109,0.173008815,0.491504833,0.679113126,0.76448092,6,5,241.7646019
4,4.859575985,5,0.429376261,0.669238442,4.238716748,0.222328063,0.575107017,0.808278329,0.842575726,6,4,241.7646019
7,0.349808391,5,0.947739645,0.13802959,3.071249425,0.18580641,0.524920242,0.637931549,0.755595912,5,10,241.7646019
5,0.675690264,5,0.263113814,0.715423101,2.525814265,0.113618003,0.451140694,0.764954836,0.734745648,7,9,241.7646019
7,1.940006493,3,0.559256426,0.483088607,3.229700362,1.324338628,0.694511078,0.442348142,0.189932305,10,3,241.7646019
1,4.622345159,3,0.6050305,0.512654178,4.623398282,1.005019047,0.479626523,0.177921834,0.539253904,10,7,241.7646019
3,2.300378835,3,0.960891504,0.416687086,3.20619682,0.457509597,0.605813868,0.495630984,0.498423382,3,10,241.7646019
8,4.678190522,3,0.543618893,0.333707625,3.271889719,1.141150086,0.834990081,0.362996722,0.533788975,5,7,241.7646019
10,4.844197849,2,0.59132393,0.536912408,3.4567039,1.210226753,0.40504258,0.486009761,0.683454583,6,6,241.7646019
7,1.669958313,2,0.565684858,0.45539246,3.204552275,0.851478486,0.689431,0.529875459,0.607745196,9,6,241.7646019
2,1.540103919,5,0.85990745,0.74621875,3.120907122,0.200245481,0.641438604,0.89958091,0.758895281,2,10,241.7646019
3,1.359212226,5,0.736194667,0.742944342,2.36684916,0.402252069,0.729725044,0.821609034,0.777868167,7,10,241.7646019
4,4.27926299,4,0.674995818,0.677753773,2.667786912,2.299658601,0.688896472,0.857177908,0.653112516,7,9,241.7646019
7,1.046760468,6,0.52135826,0.425842803,4.786087587,2.671492963,0.313760485,0.796314881,0.678634305,4,4,241.7646019
3,0.438657915,3,0.202574188,0.440836544,3.893020615,4.784960617,0.465620884,0.578835542,0.314657116,10,6,241.8868537
6,3.243117745,6,0.960525662,0.885111205,3.738014475,1.704214659,0.665648833,0.8539287,0.84474331,4,10,241.9725204
5,2.585639315,5,0.320440574,0.683216084,3.169252033,0.294794085,0.287111822,0.741297828,0.698352387,8,10,242.0237352
10,0.677558862,6,0.232751847,0.800372565,1.834437298,0.985276644,0.412937099,0.597423361,0.546588602,8,9,242.0237352
5,1.007242168,3,0.163295125,0.387816312,2.947107191,0.977726355,0.561617234,0.529655479,0.814404176,10,7,242.2001255
4,2.917115068,5,0.703025326,0.496221437,3.675449378,0.456124567,0.616813843,0.488278339,0.588049203,9,6,242.2416019
9,4.707909258,2,0.23892261,0.514657812,2.385093983,1.754441099,0.397844814,0.61193109,0.665335445,9,6,242.2416019
8,3.86776722,5,0.226483319,0.695994314,1.850354048,0.584655923,0.466637105,0.747849306,0.85873162,7,8,242.2416019
1,3.264427655,3,0.159247951,0.584968777,3.227132393,0.46504523,0.656407036,0.687683146,0.488468018,5,8,242.2416019
6,2.992999761,3,0.488918949,0.61110221,4.414499295,1.598984431,0.285699204,0.417741786,0.198964927,10,4,242.3222731
2,1.365949185,4,0.732587558,0.614427058,2.166629176,0.134434076,0.507327584,0.61468315,0.64563261,9,7,242.3222731
3,2.0100037,5,0.783548922,0.69819876,2.440155948,0.373573385,0.820038549,0.764563573,0.68638933,8,9,242.3222731
6,0.669719724,5,0.789490045,0.808175666,2.974016908,0.882417344,0.567256486,0.65676526,0.77750611,8,9,242.3222731
5,0.105043248,5,0.858230746,0.753176617,2.57065317,0.281413736,0.313150387,0.758712252,0.727529333,7,9,242.3222731
4,3.748882035,6,0.42644538,0.602319242,4.305805649,0.873216472,0.665352127,0.780354467,0.896343871,5,9,242.3222731
4,3.603840176,2,0.622989584,0.758663868,1.951806986,2.945315973,0.108803305,0.612873142,0.279068411,3,5,242.4103546
2,4.117590394,2,0.518524266,0.242769819,0.426830275,2.50551914,0.654613373,0.495510335,0.553460159,6,9,242.4103546
7,2.328935224,3,0.305457947,0.659024629,4.047134462,2.056056553,0.450674211,0.451413152,0.20397207,10,5,242.4103546
4,0.635500264,5,0.944769683,0.745589227,1.262226621,1.070018028,0.353078432,0.762982078,0.800923569,8,8,242.4103546
5,0.507789312,6,0.989157979,0.765467818,3.023448245,0.204373881,0.645279672,0.816530574,0.73413259,4,10,242.4103546
8,1.145351322,5,0.546547564,0.686392762,2.521693183,0.759231747,0.31253253,0.530482223,0.524726609,8,9,242.4103546
4,0.255105463,5,0.849354879,0.778675357,2.920501036,0.532337129,0.748198931,0.89778765,0.719277945,7,10,242.4103546
3,1.249986273,4,0.844146192,0.818892211,2.235520643,0.572845638,0.602585629,0.708320231,0.701272728,7,10,242.4103546
5,0.499636324,6,0.988400505,0.710376446,1.166269509,0.268751825,0.504101426,0.776174935,0.837982361,5,10,242.4103546
1,2.353717527,3,0.509824294,0.536100008,4.433406942,2.51383606,0.558419296,0.461458816,0.438889182,10,6,242.4103546
5,0.170494404,5,0.348301779,0.702008146,2.759618612,0.642903781,0.429384514,0.759881069,0.748139945,7,8,242.4103546
4,0.336070021,6,0.975491189,0.870404771,3.013878928,0.22563257,0.701462088,0.899182782,0.758923552,6,10,242.4103546
5,0.868945136,5,0.415602755,0.624151979,2.947733866,0.14352835,0.475566559,0.56292733,0.2143526,10,5,242.4103546
2,1.685563209,3,0.214506332,0.386292936,3.642149196,0.937027118,0.355989842,0.479440877,0.516363926,9,9,242.4103546
3,0.356146669,5,0.803163075,0.716278077,2.409293358,0.845149071,0.73463776,0.842460627,0.695951215,7,8,242.4103546
1,3.871153011,2,0.418307005,0.82127553,4.029762998,0.969545073,0.549677384,0.727964571,0.582817481,6,8,242.4103546
8,3.840354221,2,0.730978989,0.74696988,2.349030589,1.308633215,0.11012246,0.853787982,0.723849958,6,8,242.4103546
9,4.223493636,2,0.632948911,0.360245779,3.480622495,1.957545745,0.275252764,0.819171047,0.636473521,5,6,242.4103546
1,3.217356374,2,0.136413888,0.592962657,4.490836676,0.894200138,0.153276724,0.125049508,0.539632728,5,6,242.4103546
2,2.069410306,4,0.936224557,0.885435995,2.916750999,0.870891784,0.678562401,0.898738268,0.339187364,3,10,242.4103546
9,1.238544468,2,0.620321067,0.480681007,2.509449278,1.522369922,0.390445618,0.886767238,0.478629863,7,6,242.4103546
8,0.291380337,5,0.664615663,0.687390915,2.499714916,0.710495975,0.679537472,0.494013959,0.372938351,7,8,242.4103546
7,2.80807733,6,0.916720805,0.816336544,1.544085976,0.917054207,0.543684166,0.789738343,0.764322035,4,7,242.4103546
5,0.937268462,5,0.335354219,0.495959646,2.217103104,0.836511298,0.449577671,0.508737962,0.62261313,9,6,242.4103546
6,3.230191272,2,0.47491056,0.537097846,4.071042847,0.317247872,0.593229096,0.246619403,0.589581078,5,7,242.4103546
5,0.291202889,5,0.199256157,0.70775991,2.501416135,0.327654485,0.544401688,0.631794364,0.797138261,8,9,242.4103546
5,0.534937351,5,0.914040779,0.787431187,3.029117011,0.125092911,0.44951185,0.758491334,0.783938359,9,10,242.4103546
10,4.985357863,4,0.626043352,0.310154972,3.084084975,1.938093711,0.577577889,0.593079298,0.614368314,4,10,242.4103546
3,2.509538401,3,0.236683506,0.665807622,3.357117078,0.586085781,0.417526642,0.50332158,0.661612961,8,9,242.4379494
8,1.335585055,2,0.708269058,0.733719676,1.491127267,1.928851543,0.834095358,0.658968348,0.366790675,7,1,242.5036675
7,2.174442999,3,0.415123552,0.463501783,4.412077209,1.700087364,0.503910351,0.338423223,0.147058844,10,5,242.5036675
6,0.195317069,6,0.969874842,0.833335415,1.2874784,1.573340592,0.58888564,0.773308143,0.797374309,4,7,242.5036675
